120689	Plate1_A005	0	0	0	0	0	0	0	27240.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120767	Plate1_G011	0	0	0	0	0	0	0	23418.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120819	Plate2_D005	0	0	0	0	0	0	0	22115.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120765	Plate1_G009	0	0	0	0	0	0	0	25647.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120980	Plate4_B006	0	0	0	0	0	0	0	26960.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121004	Plate4_E005	0	0	0	0	0	0	0	24928.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120849	Plate2_F012	0	0	0	0	0	0	0	30617.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120900	Plate3-C005_R1.fastq_Plate3-C005_R2.fastq	0	0	0	0	0	0	0	22219.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120829	Plate2_E004	0	0	0	0	0	0	0	25254.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120878	Plate3-A007_R1.fastq_Plate3-A007_R2.fastq	0	0	0	0	0	0	0	27374.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120774	Plate1_H007	0	0	0	0	0	0	0	27731.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120895	Plate3-B012_R1.fastq_Plate3-B012_R2.fastq	0	0	0	0	0	0	0	26481.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120756	Plate1_F012	0	0	0	0	0	0	0	20239.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120995	Plate4_D004	0	0	0	0	0	0	0	18157.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120905	Plate3-C010_R1.fastq_Plate3-C010_R2.fastq	0	0	0	0	0	0	0	24154.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120718	Plate1_C010	0	0	0	0	0	0	0	24822.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120832	Plate2_E007	0	0	0	0	0	0	0	23511.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120970	Plate4_A005	0	0	0	0	0	0	0	26084.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120940	Plate3-F009_R1.fastq_Plate3-F009_R2.fastq	0	0	0	0	0	0	0	26976.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120893	Plate3-B010_R1.fastq_Plate3-B010_R2.fastq	0	0	0	0	0	0	0	25912.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120751	Plate1_F007	0	0	0	0	0	0	0	23654.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120972	Plate4_A007	0	0	0	0	0	0	0	22467.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120942	Plate3-F011_R1.fastq_Plate3-F011_R2.fastq	0	0	0	0	0	0	0	19507.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120752	Plate1_F008	0	0	0	0	0	0	0	19857.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120930	Plate3-E011_R1.fastq_Plate3-E011_R2.fastq	0	0	0	0	0	0	0	25507.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120802	Plate2_B012	0	0	0	0	0	0	0	0	30521.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120831	Plate2_E006	0	0	0	0	0	0	0	0	24461.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120823	Plate2_D010	0	0	0	0	0	0	0	0	20749.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120979	Plate4_B005	0	0	0	0	0	0	0	0	23822.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120754	Plate1_F010	0	0	0	0	0	0	0	0	26068.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120685	Plate1_A001	0	0	0	0	0	0	0	0	20450.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120733	Plate1_E001	0	0	0	0	0	0	0	0	21792.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120876	Plate3-A005_R1.fastq_Plate3-A005_R2.fastq	0	0	0	0	0	0	0	0	19769.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121022	Plate4_G007	0	0	0	0	0	0	0	0	23826.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120904	Plate3-C009_R1.fastq_Plate3-C009_R2.fastq	0	0	0	0	0	0	0	0	20057.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120824	Plate2_D011	0	0	0	0	0	0	0	0	9854.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120744	Plate1_E012	0	0	0	0	0	0	0	0	21172.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121031	Plate4_H008	0	0	0	0	0	0	0	0	23370.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120869	Plate2_H009	0	0	0	0	0	0	0	0	23787.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120969	Plate4_A004	0	0	0	0	0	0	0	0	23938.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138999	Plate5_F006	0	0	0	0	0	0	0	0	0	10119.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138963	Plate5_C006	0	0	0	0	0	0	0	0	0	14266.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139034	Plate6_A006	0	0	0	0	0	0	0	0	0	30037.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138987	Plate5_E006	0	0	0	0	0	0	0	0	0	19861.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139010	Plate5_G005	0	0	0	0	0	0	0	0	0	2996.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139023	Plate5_H006	0	0	0	0	0	0	0	0	0	10002.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139117	Plate6_H005	0	0	0	0	0	0	0	0	0	19992.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138948	Plate5_B003	0	0	0	0	0	0	0	0	0	21613.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139003	Plate5_F010	0	0	0	0	0	0	0	0	0	14681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139107	Plate6_G006	0	0	0	0	0	0	0	0	0	18183.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139040	Plate6_A012	0	0	0	0	0	0	0	0	0	27002.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138982	Plate5_E001	0	0	0	0	0	0	0	0	0	14800.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139111	Plate6_G010	0	0	0	0	0	0	0	0	0	17491.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138991	Plate5_E010	0	0	0	0	0	0	0	0	0	14699.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120965	Plate3-H011_R1.fastq_Plate3-H011_R2.fastq	0	0	0	0	0	0	0	0	0	0	22590.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120833	Plate2_E008	0	0	0	0	0	0	0	0	0	0	24179.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120987	Plate4_C004	0	0	0	0	0	0	0	0	0	0	23545.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120964	Plate3-H010_R1.fastq_Plate3-H010_R2.fastq	0	0	0	0	0	0	0	0	0	0	27935.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120931	Plate3-E012_R1.fastq_Plate3-E012_R2.fastq	0	0	0	0	0	0	0	0	0	0	24237.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120729	Plate1_D009	0	0	0	0	0	0	0	0	0	0	21728.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121008	Plate4_F001	0	0	0	0	0	0	0	0	0	0	21986.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120973	Plate4_A008	0	0	0	0	0	0	0	0	0	0	29991.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120820	Plate2_D006	0	0	0	0	0	0	0	0	0	0	22800.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120959	Plate3-H005_R1.fastq_Plate3-H005_R2.fastq	0	0	0	0	0	0	0	0	0	0	25117.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120762	Plate1_G006	0	0	0	0	0	0	0	0	0	0	17802.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120799	Plate2_B009	0	0	0	0	0	0	0	0	0	0	27824.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120902	Plate3-C007_R1.fastq_Plate3-C007_R2.fastq	0	0	0	0	0	0	0	0	0	0	17719.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138998	Plate5_F005	0	0	0	0	0	0	0	0	0	0	0	21777.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139043	Plate6_B003	0	0	0	0	0	0	0	0	0	0	0	26201.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138996	Plate5_F003	0	0	0	0	0	0	0	0	0	0	0	22729.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139009	Plate5_G004	0	0	0	0	0	0	0	0	0	0	0	14614.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138972	Plate5_D003	0	0	0	0	0	0	0	0	0	0	0	16366.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139091	Plate6_F003	0	0	0	0	0	0	0	0	0	0	0	13125.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138985	Plate5_E004	0	0	0	0	0	0	0	0	0	0	0	9677.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139114	Plate6_H002	0	0	0	0	0	0	0	0	0	0	0	14067.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139021	Plate5_H004	0	0	0	0	0	0	0	0	0	0	0	13482.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139008	Plate5_G003	0	0	0	0	0	0	0	0	0	0	0	14061.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139104	Plate6_G003	0	0	0	0	0	0	0	0	0	0	0	8778.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138937	Plate5_A004	0	0	0	0	0	0	0	0	0	0	0	21620.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120881	Plate3-A010_R1.fastq_Plate3-A010_R2.fastq	0	0	0	0	0	0	0	0	0	0	0	0	27252.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120917	Plate3-D010_R1.fastq_Plate3-D010_R2.fastq	0	0	0	0	0	0	0	0	0	0	0	0	20232.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120960	Plate3-H006_R1.fastq_Plate3-H006_R2.fastq	0	0	0	0	0	0	0	0	0	0	0	0	23311.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120957	Plate3-H003_R1.fastq_Plate3-H003_R2.fastq	0	0	0	0	0	0	0	0	0	0	0	0	19889.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120790	Plate2_A012	0	0	0	0	0	0	0	0	0	0	0	0	30962.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120859	Plate2_G010	0	0	0	0	0	0	0	0	0	0	0	0	23857.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120835	Plate2_E010	0	0	0	0	0	0	0	0	0	0	0	0	21771.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120854	Plate2_G005	0	0	0	0	0	0	0	0	0	0	0	0	24227.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120914	Plate3-D007_R1.fastq_Plate3-D007_R2.fastq	0	0	0	0	0	0	0	0	0	0	0	0	20540.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120748	Plate1_F004	0	0	0	0	0	0	0	0	0	0	0	0	0	20407.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120862	Plate2_H002	0	0	0	0	0	0	0	0	0	0	0	0	0	8994.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120864	Plate2_H004	0	0	0	0	0	0	0	0	0	0	0	0	0	18161.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120909	Plate3-D002_R1.fastq_Plate3-D002_R2.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	16804.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120769	Plate1_H002	0	0	0	0	0	0	0	0	0	0	0	0	0	21958.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120956	Plate3-H002_R1.fastq_Plate3-H002_R2.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	18576.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120687	Plate1_A003	0	0	0	0	0	0	0	0	0	0	0	0	0	18968.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139103	Plate6_G002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19557.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139007	Plate5_G002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6067.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139125	Plate7_A002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14368.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139090	Plate6_F002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22745.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138936	Plate5_A003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24181.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139078	Plate6_E002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21292.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120716	Plate1_C008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21432.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556.0	0	0	0	0
120992	Plate4_D001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15905.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120885	Plate3-B002_R1.fastq_Plate3-B002_R2.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22291.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120842	Plate2_F005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16657.0	0	0	0	0	0	0	1974.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120934	Plate3-F003_R1.fastq_Plate3-F003_R2.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23478.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120873	Plate3-A002_R1.fastq_Plate3-A002_R2.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13944.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120877	Plate3-A006_R1.fastq_Plate3-A006_R2.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23404.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120776	Plate1_H009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24491.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120882	Plate3-A011_R1.fastq_Plate3-A011_R2.fastq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23588.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120991	Plate4_C008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4664.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121019	Plate4_G004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19521.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120789	Plate2_A011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24969.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120860	Plate2_G011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23035.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120845	Plate2_F008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24390.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
